airbnb_id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
7482391,Private Room Near Takoma Metro,2584273,Dean,"Takoma, Brightwood, Manor Park",38.97732487,-77.02330357,Private room,63,2,18,0.9,2,365
2262841,Rock Creek Refuge,11555067,Patrick,"Takoma, Brightwood, Manor Park",38.96385114,-77.02816021,"Entire home,apt",70,1,68,1.72,1,104
755352,"Takoma:Small-town feel in city,MBR",956417,Julia,"Takoma, Brightwood, Manor Park",38.97174436,-77.02116469,Private room,75,2,2,0.04,3,365
755350,"Family Suite:2BR,ba(shared kitchen)",956417,Julia,"Takoma, Brightwood, Manor Park",38.97088123,-77.02217815,"Entire home,apt",125,2,7,0.21,3,364
14075195,1 BR apt for week-long or longer,2964068,Amanda,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.94296522,-77.00285832,"Entire home,apt",60,7,6,0.62,1,12
16898480,2 Bedrooms with Private Bath- 4 stops from Capitol,29092354,Zahra,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95478389,-76.99029529,Private room,99,1,5,4.05,3,76
12433771,Modern rowhouse in DC perfect for inauguration!,67261105,Chelsey,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96257847,-77.00017261,Private room,325,2,3,0.25,1,88
8118888,"Cozy Room in Petworth, Washington, DC",4648242,Evens,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95238241,-77.01021340000001,Private room,53,2,1,0.67,1,299
16620440,D.C. Studio Apt- Near Takoma Metro,46722229,Monet,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96671226,-77.00760415,"Entire home,apt",40,5,0,0.0,2,20
16621058,Large 2BR Close to Inauguration,13814366,Trenell,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.94364748,-77.00807497,"Entire home,apt",61,3,1,1.0,2,0
16780320,Large 2 BR close to Inauguration,13814366,Trenell,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.94476183,-77.00614917,"Entire home,apt",146,3,0,0.0,2,0
18430809,Basic Room walking distance to metro,888249,Ezri,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95071713,-77.00978867,Private room,75,1,0,0.0,1,180
8445816,very quiet and unique hone,44466649,Felicia,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95491522,-76.99601434,Private room,200,1,0,0.0,1,364
17695108,Cozy 1 bedroom in Brookland,107204931,Deborah,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.94185241,-77.00483997,"Entire home,apt",63,7,0,0.0,1,102
262629,Guest bedroom and private bath.,36646,Ellen,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96703183,-77.00426408,Private room,60,6,27,0.4,1,344
18547261,Cozy Summer apt,50533340,Vanda Marcia,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.94352659,-77.00310874,"Entire home,apt",60,1,1,1.0,1,41
17303580,Budget friendly in NW DC & Walk to Metro,83981454,Kim,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95003349,-77.01034326,Private room,49,3,17,6.14,4,44
18649717,Bright and beautiful DC English basement,83682740,Kaysi-Ann,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96331215,-77.00464867,"Entire home,apt",69,2,0,0.0,1,0
9181123,Bright spacious row house with yard,7954513,Holly,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.97144785,-77.01444005,"Entire home,apt",87,1,0,0.0,1,0
16685374,Charming Riggs Park Rowhome Room,3803694,Sarah,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96156101,-77.00079118,Private room,66,1,3,0.83,1,38
15343674,Man-Cave basement unit,63907155,Tsholofelo,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.94276252,-77.00478979,Private room,40,1,2,0.3,2,261
17113279,Budget friendly room walk to Metro & in NW DC,83981454,Kim,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95184069,-77.00990394,Private room,62,3,3,1.01,4,3
11966786,"Bright, Airy & Plush",63907155,Tsholofelo,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.94328975,-77.00406899,Private room,55,3,1,0.12,2,365
9908242,Convenient basement apartment,50948296,Amanuel,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96445226,-77.00170768,"Entire home,apt",75,2,80,5.67,1,142
5846300,Tomato Tree Brewing B&B,3078854,Josh & Margie,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.9553258,-76.99492491,Private room,55,2,9,1.08,1,168
3653895,"2 Master Suites ea w,baths near Metro free parking",18483697,Terri,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95502135,-77.00985911,"Entire home,apt",160,2,67,4.93,2,257
16466316,Huge Home Presidential Inauguration week 2017,108042585,Hansel,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96371294,-77.00488267,"Entire home,apt",3500,7,0,0.0,1,365
14992259,Great Affordable Accomodation with Coffee! :-),94517789,Monica,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.94426437,-77.00534703,"Entire home,apt",96,1,12,1.68,1,171
17225846,Cozy bedroom Walk to Metro & in NW DC,83981454,Kim,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95036584,-77.00880095,Private room,35,3,0,0.0,4,51
9890206,NEW Chic Mid Century Condo with Resort Pool,11056432,Brandon,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.9561981,-77.00174731,"Entire home,apt",99,2,37,2.17,1,74
16380369,"Modern Spacious 1br,1ba near Ft. Totten Metro",42226665,Michael,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95146035,-77.01171173,"Entire home,apt",109,1,5,1.36,1,355
16676176,Basement Studio - private parking & close to metro,43366709,Marcela,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95627704,-76.99861169,"Entire home,apt",70,2,9,2.29,1,70
15956020,"Uncle Brutha's Place - Takoma,Washington, DC",20952985,Uncle Brutha,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96947976,-77.01119986,"Entire home,apt",65,1,26,4.73,1,114
7918799,"1 furnished den,bedroom available",38243561,Joe,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95412977,-77.00000536,Private room,150,1,0,0.0,1,318
15646655,PRIVATE ROOM @ DC METRO,100955349,Tochi,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95355861,-77.00185611,Private room,51,1,16,2.87,1,44
16896145,Top Floor 2BR Apartment with balcony,15620460,Scott,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.94149651,-77.00154872,"Entire home,apt",80,3,2,1.25,2,0
17498061,Cozy Basement walking distance to metro.,83981454,Kim,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95054742,-77.01052129,Private room,62,3,8,5.22,4,41
8421131,"Parking, Metro, WiFi, Walmart +More",44132420,Glen & Stacey,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96064469,-77.00267281,"Entire home,apt",225,2,24,1.23,1,288
6748247,DC Weekdays Listing,35330834,Fahad,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95352374,-77.00192779999999,Private room,95,1,0,0.0,1,0
12709271,Quaint Takoma Bungalow.,3288651,Sheryl,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.97103926,-77.01476473,Private room,37,2,3,0.32,2,214
16215109,"Spacious 4BR,3BA townhouse  in hip Petworth, DC",85088241,Ryan,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95108037,-77.0125576,"Entire home,apt",3000,3,0,0.0,1,120
16509164,Petworth Studio,4159685,Benjamin,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.94588389,-77.01397007,"Entire home,apt",150,2,0,0.0,2,0
8117850,Respite in the City,521581,Tyrone,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95564529,-76.99110179,Private room,35,1,25,1.23,1,1
873182,"Spacious English Basement Apt w, Natural Sunlight!",4608059,Joy,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95349711,-76.99450478,"Entire home,apt",96,2,4,0.52,1,74
10082572,Cozy DC Apt: Avail May31-June5,46722229,Monet,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96432138,-77.00412042,"Entire home,apt",50,5,44,2.63,2,242
8410577,Bedroom for Papal Visit!,1360458,Jackie,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96357524,-77.00547540000001,Private room,200,2,0,0.0,2,0
16829805,Top floor shared apartment,15620460,Scott,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.94197073,-77.00256613,Private room,90,3,4,1.09,2,21
16556491,Entire house for inauguration,21896110,Joe,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.94616041,-77.00621478,"Entire home,apt",700,2,0,0.0,1,0
13650050,Fairly spacious and confortable studio.,2088244,Renata,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95480547,-77.00815035,"Entire home,apt",50,2,0,0.0,1,0
16578004,1 BR Apartment Close to Downtown for Inauguration,102933047,Courtney,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95906265,-77.00339006,"Entire home,apt",500,2,0,0.0,1,0
8897159,Memorial Day Suite Special!,17571402,Neal & Eric,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95119892,-77.01248852,Private room,71,2,18,3.7,3,336
18268587,"Private entrance basement Fort Totten,N. Petworth",126284710,Rosalyn,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95279526,-77.01149923,Private room,44,1,0,0.0,1,3
9061931,Sunny Private Room in Petworth,17233014,Christy,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95018043,-77.01210891,Private room,50,2,23,1.27,1,255
15408063,A Spacious Studio Apartment,28496016,Taneisha,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.9557644,-76.99059946,Private room,150,1,0,0.0,1,180
13744260,Private bed and bath in charming historic house,941913,Wayne,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.9726256,-77.01357485,"Entire home,apt",74,2,33,3.16,1,83
17765169,Your Newly Remodeled DC Home,9315090,Marco,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95396515,-76.99424725,Private room,90,3,0,0.0,1,214
16675935,Taylor Street,110341886,Thomas,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.94155151,-77.00166016,"Entire home,apt",100,1,0,0.0,2,0
11940678,Two bedroom apartment- Downtown DC,63748028,Erin,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.94104444,-77.00283693,"Entire home,apt",150,1,3,0.22,1,0
13776668,Perfect Studio with Full Bath,80870723,Christopher,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96273576,-77.00007441,"Entire home,apt",65,3,10,0.98,1,89
11935336,New Built Home in Takoma DC,47290560,Paloma,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.97151981,-77.01098459999999,"Entire home,apt",180,2,5,0.45,1,56
16756494,4 metro stops from The Capitol,29092354,Zahra,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95476954,-76.99043803,Private room,55,1,1,0.27,3,78
9702745,Charming 2-bedroom in Takoma DC,6484032,Adam,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.97291793,-77.01328846,Private room,0,2,0,0.0,2,340
16001441,Modern Basement on North Capitol,4081079,Art,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.94656241,-77.00790584,"Entire home,apt",50,2,19,3.8,1,72
14854446,Luxury Suite in Renovated Midcentury Rambler,40379082,Bryan,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95585472,-76.99469995,"Entire home,apt",100,2,2,0.34,1,97
8428910,Bedroom for Papal Visit!,1360458,Jackie,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96262047,-77.00668652,Private room,125,2,0,0.0,2,0
17012558,Private Bedroom available in Takoma,114060511,Melissa,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96727556,-77.01192448,Private room,40,1,12,5.14,1,43
16684462,Bright and Spacious - Easy access to the action!,29092354,Zahra,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95512444,-76.99195999,Private room,65,2,4,1.09,3,40
15340622,Memorial Day Special!,17571402,Neal & Eric,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95037824,-77.01191997,Private room,59,2,14,2.26,3,344
12356145,Spacious Basement Studio,45768226,Daoud,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.94699461,-77.00829577,Private room,74,2,42,3.45,1,337
16813584,Home away from  home.,105214238,Bonnie,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96292564,-77.00479915,"Entire home,apt",500,4,0,0.0,1,364
4663275,"Family-friendly, great neighborhood",7628116,Rachel,"Colonial Village, Shepherd Park, North Portal Estates",38.9871141,-77.02970098,"Entire home,apt",225,4,3,0.14,1,19
223203,ROOM FOR RENT IN A NICE AREA OF DC,1159505,Elizabeth,"Colonial Village, Shepherd Park, North Portal Estates",38.98896978,-77.04528704,Private room,86,1,1,0.01,4,364
251619,LUXURY LIVING AT A BARGAIN,1159505,Elizabeth,"Colonial Village, Shepherd Park, North Portal Estates",38.98913403,-77.04467461,Private room,74,1,2,0.04,4,364
299030,"Red Room - Washington 1-2,p Bedroom near Metro",1541062,Donna,"Colonial Village, Shepherd Park, North Portal Estates",38.98123096,-77.02884854,Private room,85,1,16,0.26,2,365
313405,Blue Room - Washington 1-2?p Bedroom Near Metro,1541062,Donna,"Colonial Village, Shepherd Park, North Portal Estates",38.98052366,-77.02992149,Private room,75,1,6,0.1,2,364
17765896,"Private room,bath near Rock Creek Park,SS Metro",42130309,LaCrisha,"Colonial Village, Shepherd Park, North Portal Estates",38.9938816,-77.04020477,Private room,99,1,0,0.0,1,179
10993146,Studio bed and breakfast for artist,8752501,Mulugeta,"Colonial Village, Shepherd Park, North Portal Estates",38.985595,-77.02951888,"Entire home,apt",120,7,0,0.0,1,362
16810160,Cozy  2 bedroom condo in DC,83511916,Tai,"Colonial Village, Shepherd Park, North Portal Estates",38.98659517,-77.0296755,"Entire home,apt",800,1,0,0.0,1,179
16781954,Stunning apartment near metro with free parking,21406323,Anna,"Colonial Village, Shepherd Park, North Portal Estates",38.99273943,-77.03794326,"Entire home,apt",120,1,22,6.0,2,26
16230169,1 BR apartment in Silver Spring with a hammock!,8355593,Christopher,"Colonial Village, Shepherd Park, North Portal Estates",38.98977902,-77.03425232,"Entire home,apt",400,1,0,0.0,1,0
13928652,Peace and Comfort in North Portal Estates,74593964,Elizabeth,"Colonial Village, Shepherd Park, North Portal Estates",38.99199814,-77.0430752,Private room,34,3,3,0.32,1,321
10433113,Luxury 5 bdrm 4 bath 1 mile to metro 15 min to DC,22657622,Linda,"Colonial Village, Shepherd Park, North Portal Estates",38.98553541,-77.02977427,"Entire home,apt",558,3,1,0.23,1,135
16237886,Convenient Tudor Home in Upper NW for Inauguration,10722469,Diana,"Colonial Village, Shepherd Park, North Portal Estates",38.98492358,-77.03841029,"Entire home,apt",2500,4,0,0.0,1,89
6180256,Private bedroom with own bath,32056958,Allison,"Colonial Village, Shepherd Park, North Portal Estates",38.98753586,-77.03613399,Private room,75,2,4,0.17,1,364
16633921,"Huge sunny room w,comfy queen bed ,renovated house",17764709,Marta,"Colonial Village, Shepherd Park, North Portal Estates",38.98772356,-77.04589870000001,Private room,200,3,0,0.0,3,89
16636055,Huge sunny 1BR apt with private entrance & deck,17764709,Marta,"Colonial Village, Shepherd Park, North Portal Estates",38.98761294,-77.04546623,"Entire home,apt",390,3,0,0.0,3,89
8741535,Cozy 2BR Suite close to Rock Creek,45858892,Karen,"Colonial Village, Shepherd Park, North Portal Estates",38.99157505,-77.04404584,Private room,79,2,1,0.27,1,362
4024085,"Sunny, Airy Room at Dawn's House",9581687,Dawn,"Colonial Village, Shepherd Park, North Portal Estates",38.98264377,-77.03824812,Private room,60,1,18,0.56,3,254
649985,"DC,Silver Spring; easy to downtown",767657,Rosemary,"Colonial Village, Shepherd Park, North Portal Estates",38.97984,-77.02889647,Private room,60,2,13,0.36,5,364
4025236,Large sunny room at Dawn's House,9581687,Dawn,"Colonial Village, Shepherd Park, North Portal Estates",38.98270633,-77.03861319,Private room,60,1,24,0.74,3,271
16215067,Perfect Apartment in Quiet Shepherd Park Community,105941821,Stacie,"Colonial Village, Shepherd Park, North Portal Estates",38.97934915,-77.02897307,"Entire home,apt",50,2,0,0.0,1,0
18347212,"Red Room, upper N.W., near AFI in Silver Spring.",583576,Donalee,"Colonial Village, Shepherd Park, North Portal Estates",38.98626397,-77.03566223,Private room,41,26,0,0.0,2,175
11140784,"Large DC room nr metro, free parking, private bath",21406323,Anna,"Colonial Village, Shepherd Park, North Portal Estates",38.99311431,-77.03793828,Private room,65,1,45,5.21,2,32
2466942,Cozy Colonial N Convenient Location,12615669,Susanne,"Colonial Village, Shepherd Park, North Portal Estates",38.98717321,-77.03564851,Private room,120,3,33,0.9,1,314
18346849,"Shepherd Park, 2 bedrooms, near AFI, Silver Spring",583576,Donalee,"Colonial Village, Shepherd Park, North Portal Estates",38.98720845,-77.03483291,Private room,46,25,0,0.0,2,175
1896951,Mid-Century in Rock Creek Park,9789671,Peggy & Paul,"Colonial Village, Shepherd Park, North Portal Estates",38.98979262,-77.04603476,Private room,90,2,87,2.3,1,356
15954151,1 room 1 bath bachelors pad,9133136,Cornelius,"Colonial Village, Shepherd Park, North Portal Estates",38.99400334,-77.03900844,Private room,120,1,1,0.27,1,364
4025438,Sunny Room at Dawn's House,9581687,Dawn,"Colonial Village, Shepherd Park, North Portal Estates",38.98442394,-77.03819845,Private room,55,1,14,0.43,3,258
16634452,Sunny bedroom in a renovated house & safe area,17764709,Marta,"Colonial Village, Shepherd Park, North Portal Estates",38.98743463,-77.0443228,Private room,150,3,0,0.0,3,90
649982,16th Street area Lovely Warm Home,767657,Rosemary,"Colonial Village, Shepherd Park, North Portal Estates",38.97965627,-77.02915369,Private room,75,2,2,0.04,5,364
16375778,"Private Bright Basement in NW DC, Near Metro",83501227,Danielle,"Colonial Village, Shepherd Park, North Portal Estates",38.98668392,-77.03525093,"Entire home,apt",400,1,0,0.0,1,90
877512,12 Minutes to Inauguration!,4636769,Ella,"Colonial Village, Shepherd Park, North Portal Estates",38.98450655,-77.02927213,Private room,350,4,0,0.0,1,364
251615,NICE HOUSE IN A VERY NICE NEIGHBORH,1159505,Elizabeth,"Colonial Village, Shepherd Park, North Portal Estates",38.98787242,-77.04415673,Private room,86,1,0,0.0,4,364
251611,LUXURY LIVING AT A BARGAIN,1159505,Elizabeth,"Colonial Village, Shepherd Park, North Portal Estates",38.98890338,-77.04550172,Private room,86,1,0,0.0,4,364
17023676,Alluring & Charming Townhouse by Metro,43883276,Eduardo,"Colonial Village, Shepherd Park, North Portal Estates",38.99468936,-77.0422597,"Entire home,apt",120,5,4,2.0,2,12
703757,Antique-filled quiet house near bus,767657,Rosemary,"Colonial Village, Shepherd Park, North Portal Estates",38.97873389,-77.02921502,Private room,65,3,1,0.02,5,365
17566027,5 bedroom house in upper NW DC,82332119,Stacy,"Colonial Village, Shepherd Park, North Portal Estates",38.98080415,-77.02679217,"Entire home,apt",850,2,0,0.0,1,79
5780460,Cozy Comfort in Heart of DC,14138710,LeAngela,"Colonial Village, Shepherd Park, North Portal Estates",38.98381435,-77.03317434,Private room,650,2,2,1.5,1,337
16558082,Comfortable & Convenient 2 BR + den near Metro,97840666,Mattye,"Colonial Village, Shepherd Park, North Portal Estates",38.9870373,-77.03085602,Private room,90,2,1,0.27,1,90
13410561,"Apt in Rock Creek Park, near Silver Spring",4918036,Hahva And Kiff,"Colonial Village, Shepherd Park, North Portal Estates",38.98339791,-77.03729615,"Entire home,apt",100,2,8,0.82,1,17
9314292,The Woods at Colonial Village,48346471,Karen,"Colonial Village, Shepherd Park, North Portal Estates",38.9854881,-77.04392465,Private room,100,1,6,0.43,1,123
12421372,One bedroom basement apartment,31230522,Michael,"Colonial Village, Shepherd Park, North Portal Estates",38.97941927,-77.02814914,"Entire home,apt",95,1,41,4.88,1,293
10060867,Remodeled 3BR Washington DC House,50521917,Evolve Vacation Rental,"Colonial Village, Shepherd Park, North Portal Estates",38.99073451,-77.04490472,"Entire home,apt",235,3,4,0.33,3,164
18618055,Comfortable Bedroom near Downtown Silver Spring,80972978,Sijing,"Colonial Village, Shepherd Park, North Portal Estates",38.99165404,-77.03562048,Private room,50,2,0,0.0,1,363
15337391,"Near 16th St X Bus-DC-AFI Dtown Silver Spring,NIH",97777740,Alex,"Colonial Village, Shepherd Park, North Portal Estates",38.98446131,-77.02999136,"Entire home,apt",80,29,1,0.17,1,201
16485949,Beautiful sun-filled apt in great location in DC!,108246323,Debra,"Hawthorne, Barnaby Woods, Chevy Chase",38.97037304,-77.05643534,"Entire home,apt",1000,3,0,0.0,1,364
6762627,Private Room in NW DC,15808010,Dan,"Hawthorne, Barnaby Woods, Chevy Chase",38.98148611,-77.05656068,Private room,45,1,28,2.09,2,202
3318417,Quiet Elegance in Northwest DC,15808010,Dan,"Hawthorne, Barnaby Woods, Chevy Chase",38.98083662,-77.05604112,Private room,85,1,41,1.17,2,155
14447126,Rock Creek Park hideaway,42934198,Tom,"Hawthorne, Barnaby Woods, Chevy Chase",38.97005899,-77.05624189,"Entire home,apt",125,2,21,2.54,1,264
17000226,New modern apartment by Friendship Heights Metro,113917603,Gladys,"Hawthorne, Barnaby Woods, Chevy Chase",38.96240305,-77.08014857,"Entire home,apt",185,3,6,2.4,1,106
13366649,Chevy Chase. DC home,3225413,Susan,"Hawthorne, Barnaby Woods, Chevy Chase",38.96424337,-77.07699164,"Entire home,apt",148,1,0,0.0,1,0
992311,*Absolutely Historic Haven in NW DC,5448602,Maureen,"Hawthorne, Barnaby Woods, Chevy Chase",38.96138374,-77.07658157,"Entire home,apt",129,1,40,0.82,3,123
6727661,Studio Apartment,1548488,Anna,"Hawthorne, Barnaby Woods, Chevy Chase",38.95749021,-77.07188079,"Entire home,apt",80,1,1,0.04,2,0
16494031,Sunny D.C. Studio!,15757322,Devin,"Hawthorne, Barnaby Woods, Chevy Chase",38.96143598,-77.07188471,"Entire home,apt",242,1,0,0.0,1,0
2070286,Perfect for Inauguration (huge home and brand new),10412969,Christina,"Hawthorne, Barnaby Woods, Chevy Chase",38.96321659,-77.07776836,"Entire home,apt",2159,3,0,0.0,1,88
13572919,Home in quiet tree lined street in Chevy Chase DC,42306621,Paul,"Hawthorne, Barnaby Woods, Chevy Chase",38.96445284,-77.06898131,"Entire home,apt",150,2,0,0.0,1,0
12263620,Woodside One Bed ~ Parking!,46630199,Lara & Alex,"Hawthorne, Barnaby Woods, Chevy Chase",38.96745669,-77.05653129,"Entire home,apt",79,2,17,1.47,42,342
1948543,Spacious DC Apt with Parking Space!,10076268,Jay,"Hawthorne, Barnaby Woods, Chevy Chase",38.96328937,-77.07428788,"Entire home,apt",130,1,3,0.08,1,365
16337260,DC House--Beautiful renovation,106954827,Thomas,"Hawthorne, Barnaby Woods, Chevy Chase",38.97628411,-77.06323483,"Entire home,apt",300,3,0,0.0,1,179
12351225,Airy room with private bath,18192642,Gay,"Hawthorne, Barnaby Woods, Chevy Chase",38.96467478,-77.07138023,Private room,70,1,49,4.11,1,69
16011877,Spacious lower level studio apartment.,104097288,Gay,"Hawthorne, Barnaby Woods, Chevy Chase",38.96716019,-77.06038247,"Entire home,apt",150,2,0,0.0,1,358
17160158,"Cozy share space w, private entrance",21831483,Josseph,"Hawthorne, Barnaby Woods, Chevy Chase",38.95716328,-77.07246556,Shared room,35,1,11,5.16,1,32
16767317,Studio apartment on a quiet street,75304499,Bill,"Hawthorne, Barnaby Woods, Chevy Chase",38.97850953,-77.05696801,"Entire home,apt",200,2,0,0.0,1,364
2776766,Sunny NW DC 2 Bedroom Apt,1541261,Jeff,"Hawthorne, Barnaby Woods, Chevy Chase",38.95950721,-77.072141,"Entire home,apt",145,3,4,0.11,1,0
8247341,"Comfortable Chevy Chase, DC Home",43492585,Stephen,"Hawthorne, Barnaby Woods, Chevy Chase",38.96215388,-77.06080182,Private room,90,2,15,0.78,1,356
15498986,The house is located in Chevy chase,99547319,Lilian,"Hawthorne, Barnaby Woods, Chevy Chase",38.97273132,-77.06533633,Private room,60,1,4,0.67,4,315
6749167,"Entire apt in safe,convenient DC",35336116,James,"Hawthorne, Barnaby Woods, Chevy Chase",38.96340641,-77.07378669,"Entire home,apt",90,1,1,0.09,1,0
16776166,Quiet bedroom and private bath on DC Metro route,111401945,Joan,"Hawthorne, Barnaby Woods, Chevy Chase",38.97007962,-77.06206079,Private room,75,2,1,0.27,1,0
3012625,Chateau in the Park,15352335,Evonne,"Hawthorne, Barnaby Woods, Chevy Chase",38.96833257,-77.05495717,Private room,200,1,0,0.0,1,365
8583164,Sunny Uptown Studio Apartment,1548488,Anna,"Hawthorne, Barnaby Woods, Chevy Chase",38.95939122,-77.07037523,"Entire home,apt",120,1,1,0.05,2,0
3208870,Friendship Heigh Garden Room,14808350,Sally,"Hawthorne, Barnaby Woods, Chevy Chase",38.9646134,-77.06510844,Private room,68,2,31,0.91,4,324
2126878,Private In-law Suite in Quiet NW DC,106550,Helene,"Hawthorne, Barnaby Woods, Chevy Chase",38.97723478,-77.05834739,"Entire home,apt",125,30,5,0.15,1,134
15558485,Tudor in the Park,100171774,Michael,"Hawthorne, Barnaby Woods, Chevy Chase",38.95980436,-77.05698631,"Entire home,apt",75,2,0,0.0,1,145
16309908,Beautiful DC House in Great Location,106723771,Jack,"Hawthorne, Barnaby Woods, Chevy Chase",38.97371737,-77.06412664,"Entire home,apt",150,2,0,0.0,1,62
8967165,Rock Creek Park Residence~ Parking!,46630199,Lara & Alex,"Hawthorne, Barnaby Woods, Chevy Chase",38.96825172,-77.05637478,"Entire home,apt",95,3,36,1.16,42,157
3789633,"Room with view, Friendship Heigh",14808350,Sally,"Hawthorne, Barnaby Woods, Chevy Chase",38.96615266,-77.0634137,Private room,55,1,26,0.92,4,312
14535585,The White House in Chevy Chase,89905152,Lisa,"Hawthorne, Barnaby Woods, Chevy Chase",38.95912775,-77.07610478,"Entire home,apt",300,2,0,0.0,1,358
10535847,Upscale Luxury close to everything,7138809,Barrett,"Hawthorne, Barnaby Woods, Chevy Chase",38.96208722,-77.07330353,"Entire home,apt",115,2,41,2.87,2,60
14959218,CHEVY CHASE SUITES!!,94180762,A.,"Hawthorne, Barnaby Woods, Chevy Chase",38.96094707,-77.0714708,"Entire home,apt",360,3,4,0.69,1,282
16465923,"Chevy Chase DC Charm, near 2 Metros, Rock Creek Pk",4848522,David,"Hawthorne, Barnaby Woods, Chevy Chase",38.96044385,-77.06817141,"Entire home,apt",750,2,2,0.55,1,190
4701977,"Garden Apartment in NW - Near Metro, Free Parking",3354849,Allison,"Hawthorne, Barnaby Woods, Chevy Chase",38.96241247,-77.07625822,"Entire home,apt",150,1,148,5.05,1,126
