airbnb_id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
1562024,Le Petit Coin de L'Enfant,6059772,Jon,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90504369,-77.01880601,"Entire home,apt",98,2,173,3.94,4,293
16340436,1BR in the heart of DC,55680613,Chris,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90564999,-77.02678643,"Entire home,apt",900,1,0,0.0,1,90
11228489,"Washington 2 BR Apt Heart of City w, FREE PARKING",16644446,Heaven In USA Furnished Apartments,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90101221,-77.01826824,"Entire home,apt",299,3,2,0.14,27,179
5952761,[1375-2B] 2BR - On Block from TheWhite House,25188,Seamless,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89922299,-77.03267812,"Entire home,apt",299,4,10,0.4,79,364
2543138,"Lux 2 Bedroom Apt by Metro, 2 rooftop pools",9419684,Mike,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90100839,-77.01631825,"Entire home,apt",280,3,5,0.13,38,241
16569519,Downtown DC Gallery Place Penthouse,6355237,Norbi,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90152193,-77.0167781,"Entire home,apt",115,1,27,7.04,4,284
17119280,"Lovely Apartment next to Verizon Center, Chinatown",22216449,Amanda,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89858968,-77.01697339,"Entire home,apt",189,1,14,10.24,1,58
2641661,"[1851-1B]1BR At City Center, DC",25188,Seamless,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90116987,-77.02713468,"Entire home,apt",249,3,12,0.32,79,364
13798676,Executive Suites Plus,81126966,Executive Suites Plus,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90005445,-77.016636,"Entire home,apt",169,2,12,1.19,1,50
16813826,Inauguration Luxury Apartment,111836784,Mark,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90132256,-77.02748967,"Entire home,apt",1200,2,0,0.0,1,0
6968949,Lux Furnished 1-Bedroom DC Apartment!,30283594,Kara,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90099226,-77.03437732,"Entire home,apt",169,3,1,0.05,78,364
16635384,"Your home for the Inauguration,Million Women March",16506596,Jessica,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90085864,-77.02503213,"Entire home,apt",950,1,0,0.0,1,94
15289952,"Modern 4BR,4BA - National Mall",9011212,David,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89987425,-77.02162637,"Entire home,apt",450,1,2,1.28,6,115
216398,[1396-1CC]1BR At Newseum Residences,25188,Seamless,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89283202,-77.01899905,"Entire home,apt",249,4,4,0.06,79,364
2477325,Master bedroom in NW DC,11559071,Alex,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90494711,-77.01367323,Private room,55,2,66,1.71,4,304
15396528,white pad,98493339,Darrell,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90055902,-77.02667142,"Entire home,apt",499,1,1,0.18,1,89
805490,Awesome Location! -- Clean Studio,4240274,Charlie,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90492917,-77.02635790000001,"Entire home,apt",99,1,313,5.81,4,210
16829244,Lovely studio 11st,111996015,Diana,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90544127,-77.02762511,Private room,100,2,0,0.0,1,0
6310715,[1697]1BR at 1210 Mass Ave - DC,25188,Seamless,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90469147,-77.02796235,"Entire home,apt",309,4,0,0.0,79,364
6146843,Inauguration Luxury High-rise Studio Apartment.,25518739,Rick,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90506732,-77.02984409,"Entire home,apt",450,3,0,0.0,1,0
16435920,Luxury 1br Apartment in Prime Downtown Location,106398914,Max,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90047457,-77.01886579,"Entire home,apt",500,2,1,0.27,3,0
15289891,"Hip 2BR,2BA - National Mall",9011212,David,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89990472,-77.02091785,"Entire home,apt",297,1,19,3.68,6,129
9586160,Gorgeous Modern 1 bed2 bath KING bd,5778691,Corbett,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90601223,-77.03367166,"Entire home,apt",99,1,74,4.19,8,83
16041100,Row house steps from metro and the National Mall,65286372,Angelo,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90428209,-77.02660822,Private room,89,3,4,1.15,2,0
13812748,Cozy Bedroom Near Downtown and Convention Center,19239896,Naomi,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90502735,-77.01923122,Private room,75,3,17,1.69,1,4
7848895,"Luxury 2 Bedroom w,a Capitol View!",2944360,Brynn,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90429662,-77.01587347,"Entire home,apt",175,1,70,3.34,10,239
16794481,Walk downtown to inauguration!,41157063,Virginia,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90492934,-77.03012509999999,"Entire home,apt",150,1,2,0.54,1,0
16269973,Luxury 1br Apartment in Prime Downtown Location,106398914,Max,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89983267,-77.0188761,"Entire home,apt",500,2,0,0.0,3,0
16457834,"Downtown Modern 2br w, Amazing Views",10675603,James,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90388576,-77.01871835,"Entire home,apt",225,2,4,1.08,1,70
16996,[1471-3BR] - Lux 3BR Penthouse-Near Verizon Center,25188,Seamless,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90320355,-77.02505789,"Entire home,apt",870,2,0,0.0,79,364
475420,"Downtown Gallery Place , Entire Apt",705346,Sakhi,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90473296,-77.01638019,"Entire home,apt",99,4,73,1.22,2,36
16630373,"1BR,1BA Modern Condo Near Downtown,14th St,U St",109842726,Tim,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90522189,-77.02882454,"Entire home,apt",300,1,0,0.0,1,88
16994,[1471-1] 1BR Near Convention Center,25188,Seamless,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90374347,-77.02650955,"Entire home,apt",249,7,1,0.01,79,364
18104766,Luxious penthouse in prime location,95074834,Cachet,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89880741,-77.01467144,"Entire home,apt",362,4,1,1.0,2,80
13279490,"Luxury, sunny, 3bd,2ba close to everything",52703422,Erin,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90513353,-77.01528520000001,"Entire home,apt",399,1,24,2.19,5,261
13696461,Modern & Comfortable Near Everything,41005315,Charles,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90136921,-77.02604956,"Entire home,apt",186,1,16,1.53,1,0
15253437,Ultra LUX 2BR Apt in Washington DC,95459395,Bluebird,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90063689,-77.03436145,"Entire home,apt",800,2,0,0.0,14,361
16583485,Modern 1BR 4 blocks from Capitol,55203478,Anthony,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90279158,-77.01853551,"Entire home,apt",300,3,0,0.0,1,12
212586,[1375-2ST] Luxury 2BR Apartment - Near White House,25188,Seamless,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90105595,-77.03415786,"Entire home,apt",309,2,62,0.9,79,335
16924264,One Block from the White House-5,105821354,Justin,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90077878,-77.03282152,"Entire home,apt",259,2,0,0.0,2,82
13844032,"Great downtown,Convention Center location",2680567,Suzanne,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90362712,-77.02700661,Private room,150,1,58,5.67,2,71
15250682,"LUX 1BR Apt in Penn Quarter, DC",95459395,Bluebird,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89409602,-77.01886479999999,"Entire home,apt",571,2,0,0.0,14,362
17972644,Stunning 2 bedroom Penthouse Heart of Downtown,123420814,Jojo,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90289603,-77.01697358,"Entire home,apt",700,1,1,1.0,1,179
223922,Private  Retreat. Apartment in DC,738459,Natasha,"Brightwood Park, Crestwood, Petworth",38.94362905,-77.04562297,"Entire home,apt",109,1,103,1.5,2,172
16792949,DC Ultra Luxury Apartment,69203264,Evan,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9011299,-77.02576298,"Entire home,apt",2950,2,0,0.0,1,115
47275,[1375-1CH]1BR -Near White House,25188,Seamless,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90038868,-77.03445002,Private room,229,4,8,0.1,79,364
15251629,"Ultra Lux 2BR Apartment in Penn Quarter, DC",95459395,Bluebird,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8943936,-77.01940513,"Entire home,apt",800,3,0,0.0,14,358
16726170,Inaugural room half-price or less,39961022,Joyce,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90474298,-77.02607377,Private room,340,3,0,0.0,1,0
12564603,"Charming studio in ideal location w,rooftop pool!",41463991,Julia,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90415391,-77.02819515,"Entire home,apt",96,2,4,0.4,1,0
8304767,Fully Furnished 1-Bedroom DC Apartment,30283594,Kara,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8943004,-77.01865271,"Entire home,apt",189,3,0,0.0,78,364
16037980,Fantastic Apartment Steps from the Capitol,39607125,Zealan,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89846808,-77.01957798,"Entire home,apt",1500,2,0,0.0,1,0
16693328,Chic & cozy 1 bdr for Inauguration,15347770,Stephanie,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89959269,-77.01957036,"Entire home,apt",550,2,0,0.0,1,363
6404138,Downtown Luxe Apartment,6424358,Ashanna,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90021022,-77.03256528,"Entire home,apt",150,7,1,0.04,1,0
14497774,"Beautiful New Room w, View in Center of DC!",26634502,Migdalia,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90214321,-77.01433244,Private room,121,1,62,6.84,1,0
16758746,Luxurious Stay During Inauguration,17843147,Andre,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90094709,-77.02456946,"Entire home,apt",600,3,0,0.0,1,0
16367261,"Large, cozy NW DC apt - blocks to everything!",10870309,Kelsey,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90346215,-77.03212457,"Entire home,apt",400,2,0,0.0,1,83
17446332,Luxury apartment,118082368,Didier,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90121562,-77.02558368,"Entire home,apt",160,1,8,3.24,2,224
17478882,"Lux 1 Bedroom Apt w,wifi near Convention Center",9419684,Mike,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89940997,-77.02511807,"Entire home,apt",272,3,0,0.0,38,83
867430,"""The Premier"" Loft Downtown DC 905",611958,Bryan,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90287484,-77.01682891,"Entire home,apt",220,1,14,0.28,4,359
16792672,Mass Avenue,89745784,Robin,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90522646,-77.0283286,"Entire home,apt",400,1,0,0.0,1,0
1391504,"Luxurious Apartment, Heart of DC",7025353,Adam,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90600705,-77.03382798,"Entire home,apt",175,1,299,6.57,4,268
7257104,"Lux 2 Bedroom Apt w,wifi near Convention Center",9419684,Mike,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89894448,-77.02705479,"Entire home,apt",429,3,13,0.7,38,114
12918614,Brand new 2 Bedrooms - City Center,5757993,Aline,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90572042,-77.01077311,"Entire home,apt",180,2,16,2.03,1,11
13515290,"Downtown DC - 1BR,1 BATH in 2-Floor Loft + Pools!",45382753,Kris,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90158599,-77.01656308,Private room,75,1,8,0.83,1,0
524237,"A Capitol View in Washington, D.C.",1569728,V,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89334163,-77.02108707,"Entire home,apt",295,1,25,0.43,3,22
14570,"Downtown Spacious BR ,Private Bath",56646,Serge,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90426843,-77.02655963,Private room,85,3,435,4.92,1,210
9199346,Furnished Private Room For Rent,8043437,Rocky,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90431271,-77.02673665,Private room,99,3,32,1.78,4,327
3258728,"By Chinatwn,Convntn,Vrizn Cntr,Mall",1743511,Tarek,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89767782,-77.01986756,"Entire home,apt",249,2,48,1.36,3,71
7582553,Full Apartment for Inauguration,39760733,Stephanie,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90001886,-77.01626907,"Entire home,apt",600,2,7,0.33,1,0
16757579,"Perfect 1 Bdrm for MM Women March,Inauguration",31662125,Stacey,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.903150700000005,-77.01891224,"Entire home,apt",500,2,0,0.0,1,0
16895565,"Luxury Apartment in the Heart of DC, 1Bdr & Den",112738405,Sheila,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90117642,-77.02310749,"Entire home,apt",245,2,4,2.22,1,111
7916003,Luxury Corporate Apartment in NW DC,41740449,Chade,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90426222,-77.01009846,"Entire home,apt",195,3,43,2.25,2,307
16300909,1BR Apartment with Balcony & Amenities (Chinatown),1931816,Sikandar,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90207438,-77.01724399,"Entire home,apt",199,1,3,0.86,1,0
15251382,"High-End 1BR Apt in Penn Quarter, DC",95459395,Bluebird,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89365217,-77.01931551,"Entire home,apt",571,2,1,0.26,14,362
15939395,Downtown room and ensuite bath,48861100,Kj,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90158681,-77.01698786,Private room,110,1,3,0.5,1,0
3421927,Great Apt in Great DC Neighborhood,16100964,Linda,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90301688,-77.01858684,"Entire home,apt",130,1,12,0.56,1,252
8795817,Studio,25609488,Eric,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90349618,-77.03102305,"Entire home,apt",120,1,0,0.0,1,0
10269384,Lux 2 Bedroom DC Apartment by Metro + Rooftop Pool,30283594,Kara,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90168421,-77.017741,"Entire home,apt",199,3,1,0.07,78,365
2372273,"Lux 2BR by Metro, 2 rooftop pools",9419684,Mike,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90106239,-77.01642023,"Entire home,apt",349,3,31,0.8,38,0
1519460,"All new 2017 Convention Center FUN, Tons of Room",8008783,Cliff,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90434366,-77.02615442,"Entire home,apt",290,3,60,1.35,33,341
16068448,"Inauguration weekend Condo, 10 min walk to Mall",61664728,Jd,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90125912,-77.01697762,"Entire home,apt",2000,3,0,0.0,1,365
5353107,Celebrate AFRICAN AMERICAN MUSEUM PARTY W HOST!,27746397,Kathryn,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90415166,-77.01505902,Private room,80,3,9,0.4,1,365
5844616,"Lux 2 Bedroom Apt w,wifi near Convention Center",9419684,Mike,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90045936,-77.02641873,"Entire home,apt",337,3,14,0.56,38,150
13315310,Modern High-Rise Apt in Middle of DC,75267126,Edward,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90021403,-77.01813387,"Entire home,apt",75,2,13,1.2,1,0
14594577,Cousy studio in the heart of DC.New year's special,73440517,Daniela,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90393387,-77.02812768,"Entire home,apt",104,1,1,0.14,1,6
16658930,Penthouse apartment near White House,66119785,Andy,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9002523,-77.02610097,"Entire home,apt",1000,1,0,0.0,1,0
2371799,"Lux 2 Bedroom near White House w,wifi",9419684,Mike,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89967509,-77.03410245,"Entire home,apt",312,3,14,0.36,38,144
10268820,Lux 1 Bedroom DC Apartment by Metro + Rooftop Pool,30283594,Kara,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90182778,-77.01788166,"Entire home,apt",169,3,1,0.07,78,365
316796,DC Garden Flat 829,611958,Bryan,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89916444,-77.01689649,"Entire home,apt",215,1,37,0.58,4,346
18524857,DC's City Center Condo,4366277,Rohan,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90344125,-77.02683454,"Entire home,apt",200,1,0,0.0,1,357
8301230,Furnished 2Bedroom Washington DC Apt,30283594,Kara,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90614668,-77.03369158,"Entire home,apt",199,3,0,0.0,78,299
15051415,Downtown DC-Master Bedroom& Private Full Bathroom,6270639,Yasemin,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90432541,-77.02580897,Private room,200,1,7,0.98,1,172
7629135,HUGE In-law Suite,36270684,Jonah,"Brightwood Park, Crestwood, Petworth",38.94792867,-77.02800207,"Entire home,apt",120,1,216,10.19,1,312
16755267,Studio Apartment in the heart of Downtown DC,111182006,Elisa,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90543953,-77.02675352,"Entire home,apt",180,2,8,2.16,1,85
10858952,Beautiful 1 bedroom apartment!,14022965,Matthew,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90020820000001,-77.01738624,"Entire home,apt",269,1,1,0.09,1,0
16724420,Beautiful Loft 10 Minute Walk From Capitol,110865234,Michael,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8989787,-77.01626173,"Entire home,apt",1000,2,0,0.0,1,0
15019540,"Lux 1 Bedroom Apt w,wifi near Convention Center",9419684,Mike,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89989269,-77.02594258,"Entire home,apt",272,3,0,0.0,38,134
8105357,"2B,2B Modern Penthouse w Pvt Roof",9879533,Yuri,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90430837,-77.02009785,"Entire home,apt",500,1,4,0.2,1,0
16427431,"Sleek, Accessible 1 bedroom - Walk to Inauguration",94079641,Jennifer,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90007453,-77.01003434,"Entire home,apt",500,1,0,0.0,1,0
16722338,"LUX 2BR Apt in Penn Quarter, DC",30283594,Kara,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89395254,-77.01895074,"Entire home,apt",299,3,0,0.0,78,364
16722003,"Lux Furnished 1BR Apt in Penn Quarter, DC!",30283594,Kara,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89410233,-77.01910725,"Entire home,apt",219,3,0,0.0,78,364
11315228,"Huge 1BR,1BA in Luxury Apt, Walk to everything DC!",59171933,Arti,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90320122,-77.01598317,Private room,110,2,45,3.05,1,0
16402080,"Inauguration Weekend: 2 Bed,1 Bath Near Capitol",28624035,Jeanna,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89888271,-77.01523394,"Entire home,apt",1000,2,1,0.27,1,89
16721859,"Deluxe 1BR Apartment in Penn Quarter, DC!",30283594,Kara,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89407722,-77.01874312,"Entire home,apt",219,3,0,0.0,78,364
16525202,"1 BR, 1 BA, LR suite on entire 3rd floor row house",88074789,Edward,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90541289,-77.02946307,Private room,189,2,7,1.91,1,69
11282225,"Cozy DC condo, close to everything",58926789,Jennifer,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90485012,-77.02685009,Private room,62,1,3,0.21,1,0
15935256,Luxury 2 Bedroom Apartment in Mt. Vernon Triangle,34926005,Chloe,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90386251,-77.01887578,"Entire home,apt",150,1,5,0.9,1,8
11601535,Downtown DC - Private Bed and Bath,60975223,Matt,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90447833,-77.02606693,Private room,70,2,0,0.0,1,0
4400854,Lux 2BR Apt close to the Metro,9419684,Mike,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90161475,-77.01726106,"Entire home,apt",280,2,2,0.07,38,123
176369,"""The Cajun"" Flat Downtown DC - 202",611958,Bryan,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90144491,-77.01347211,"Entire home,apt",175,1,66,0.95,4,354
13116759,"Hip, Urban Luxury 5 Mins Walk to Convention Center",46582948,Huxley,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.902791799999996,-77.01753166,"Entire home,apt",190,2,10,5.17,6,133
4729118,"Downtown Private Bath, Parking",24421384,Jas,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89984674,-77.01802734,Private room,85,2,179,6.54,1,182
18164066,#DCRising City Living  Apt in Heart of Downtown DC,125291314,Bob,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90116037,-77.02512319,"Entire home,apt",309,1,8,8.0,2,310
7809337,1-bed condo in Metro Center,37158166,Joana,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89821823,-77.01900718,"Entire home,apt",125,1,8,0.38,1,150
16827786,Luxury apartment in Downtown D.C.!,111349725,Ashley,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90493719,-77.01801993,"Entire home,apt",125,3,13,3.42,1,6
9511231,One Block from the White House-2,46542918,BridgeStreet,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89923483,-77.03252268,"Entire home,apt",499,2,3,0.18,16,89
7708992,1 Bedroom Apt in Chinatown,19465978,Natasha,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90154326,-77.01661694,"Entire home,apt",110,1,5,0.33,1,0
9773094,Guest bedroom in downtown loft,47593419,Doug,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90026938,-77.01507714,Private room,95,2,41,2.49,1,336
2598524,[1851-2C1] Lux 2BR at City Center-DC Apartments,25188,Seamless,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90259831,-77.0264599,"Entire home,apt",319,4,10,0.27,79,344
18292016,Washington Convention Center Luxury Boutique,109270185,Michael,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90014843,-77.02561518,"Entire home,apt",299,1,2,2.0,1,12
924888,"[PC138]1BR At 460 L Street, Penn Q",25188,Seamless,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90285281,-77.0189909,"Entire home,apt",199,7,1,0.04,79,179
9772173,Amazing Downtown DC Location!-1,46542918,BridgeStreet,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90116006,-77.01800675,"Entire home,apt",399,2,3,0.22,16,89
16489599,1 Bedroom within walking distance of Inauguration!,36535925,Gaby,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89947641,-77.01663263,Private room,800,1,0,0.0,2,65
11871206,"Luxury Studio - Million Women March , Inauguration",15902586,Sean,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89958904,-77.02449603,"Entire home,apt",800,2,19,1.44,1,0
4092017,"Lux 1 Bedroom near White House w,wifi",9419684,Mike,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89932805,-77.03249787,"Entire home,apt",246,3,3,0.1,38,144
9773707,Fantastic National Mall Location-s1,46542918,BridgeStreet,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89349247,-77.01922427,"Entire home,apt",229,2,12,0.8,16,74
11477341,Fantastic National Mall Location!-2,46542918,BridgeStreet,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89435557,-77.01876711,"Entire home,apt",259,2,1,0.08,16,57
15802719,Vibrant NoMA Apartment,102252698,Calvin,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90690145,-77.01022843,"Entire home,apt",200,2,7,1.91,1,71
6953706,Luxury Furnished 1-Bedroom Newseum Apartment!,30283594,Kara,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89275927,-77.01946127,"Entire home,apt",169,2,0,0.0,78,364
6953508,Furnished 1-Bedroom Newseum Apartment!,30283594,Kara,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89396683,-77.01938706,"Entire home,apt",169,3,1,0.06,78,364
16423443,"Cozy, modern space close to everything",6013872,Brandon,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90010757,-77.0196968,"Entire home,apt",1000,2,0,0.0,1,0
8755610,Luxury loft in amazing location!,44361740,Theo,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89830504,-77.01731206,"Entire home,apt",320,1,110,5.91,1,110
